"Series Code","Topic","Indicator Name","Short definition","Long definition","Unit of measure","Periodicity","Base Period","Other notes","Aggregation method","Limitations and exceptions","Notes from original source","General comments","Source","Statistical concept and methodology","Development relevance","Related source links","Other web links","Related indicators","License Type",
"SH.STA.ORHS.Q2ZS","Quintile: Health","Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q2","","Treatment of diarrhea (either ORS or RHS): Percentage of children under age five years with diarrhea in the two weeks preceding the survey who received either oral rehydration solution (ORS) or recommended home solution (RHS).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.ORHS.Q3ZS","Quintile: Health","Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q3","","Treatment of diarrhea (either ORS or RHS): Percentage of children under age five years with diarrhea in the two weeks preceding the survey who received either oral rehydration solution (ORS) or recommended home solution (RHS).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.ORHS.Q4ZS","Quintile: Health","Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q4","","Treatment of diarrhea (either ORS or RHS): Percentage of children under age five years with diarrhea in the two weeks preceding the survey who received either oral rehydration solution (ORS) or recommended home solution (RHS).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.ORHS.Q5ZS","Quintile: Health","Treatment of diarrhea (either ORS or RHS) (% of children under 5): Q5 (highest)","","Treatment of diarrhea (either ORS or RHS): Percentage of children under age five years with diarrhea in the two weeks preceding the survey who received either oral rehydration solution (ORS) or recommended home solution (RHS).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STN3.Q1.ZS","Quintile: Health","Malnourished children (stunting, -3SD) (% of children under 5): Q1 (lowest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STN3.Q2.ZS","Quintile: Health","Malnourished children (stunting, -3SD) (% of children under 5): Q2","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STN3.Q3.ZS","Quintile: Health","Malnourished children (stunting, -3SD) (% of children under 5): Q3","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STN3.Q4.ZS","Quintile: Health","Malnourished children (stunting, -3SD) (% of children under 5): Q4","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STN3.Q5.ZS","Quintile: Health","Malnourished children (stunting, -3SD) (% of children under 5): Q5 (highest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STNT.Q1.ZS","Quintile: Health","Malnourished children (stunting, -2SD) (% of children under 5): Q1 (lowest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STNT.Q2.ZS","Quintile: Health","Malnourished children (stunting, -2SD) (% of children under 5): Q2","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STNT.Q3.ZS","Quintile: Health","Malnourished children (stunting, -2SD) (% of children under 5): Q3","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STNT.Q4.ZS","Quintile: Health","Malnourished children (stunting, -2SD) (% of children under 5): Q4","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.STNT.Q5.ZS","Quintile: Health","Malnourished children (stunting, -2SD) (% of children under 5): Q5 (highest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WAST.Q1.ZS","Quintile: Health","Malnourished children (wasting, -2SD) (% of children under 5): Q1 (lowest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WAST.Q2.ZS","Quintile: Health","Malnourished children (wasting, -2SD) (% of children under 5): Q2","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WAST.Q3.ZS","Quintile: Health","Malnourished children (wasting, -2SD) (% of children under 5): Q3","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WAST.Q4.ZS","Quintile: Health","Malnourished children (wasting, -2SD) (% of children under 5): Q4","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WAST.Q5.ZS","Quintile: Health","Malnourished children (wasting, -2SD) (% of children under 5): Q5 (highest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WST3.Q1.ZS","Quintile: Health","Malnourished children (wasting, -3SD) (% of children under 5): Q1 (lowest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WST3.Q2.ZS","Quintile: Health","Malnourished children (wasting, -3SD) (% of children under 5): Q2","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WST3.Q3.ZS","Quintile: Health","Malnourished children (wasting, -3SD) (% of children under 5): Q3","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WST3.Q4.ZS","Quintile: Health","Malnourished children (wasting, -3SD) (% of children under 5): Q4","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.STA.WST3.Q5.ZS","Quintile: Health","Malnourished children (wasting, -3SD) (% of children under 5): Q5 (highest)","","Malnourished children: Percentage of children under age five years who are classified as undernourished according to three anthropometric indices of nutritional status: height-for-age (stunting), weight-for-age (underweight) and weight-for-height (wasting). Each index is expressed in terms of the number of standard deviation (SD) units from the median of the WHO Child Growth Standards. Children are classified as malnourished if their z-scores are below minus two or minus three standard deviations (-2 SD or -3 SD) from the median of the WHO Child Growth Standards. The percentage below -2 SD includes children who are below -3 SD.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.VAC.TTNS.Q1.ZS","Quintile: Health","Tetanus toxoid vaccination (% of live births): Q1 (lowest)","","Percent distribution of last live births in the last three years preceding the survey for tetanus toxoid injections (two doses or more) given to the mother during pregnancy.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.VAC.TTNS.Q2.ZS","Quintile: Health","Tetanus toxoid vaccination (% of live births): Q2","","Percent distribution of last live births in the last three years preceding the survey for tetanus toxoid injections (two doses or more) given to the mother during pregnancy.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.VAC.TTNS.Q3.ZS","Quintile: Health","Tetanus toxoid vaccination (% of live births): Q3","","Percent distribution of last live births in the last three years preceding the survey for tetanus toxoid injections (two doses or more) given to the mother during pregnancy.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.VAC.TTNS.Q4.ZS","Quintile: Health","Tetanus toxoid vaccination (% of live births): Q4","","Percent distribution of last live births in the last three years preceding the survey for tetanus toxoid injections (two doses or more) given to the mother during pregnancy.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SH.VAC.TTNS.Q5.ZS","Quintile: Health","Tetanus toxoid vaccination (% of live births): Q5 (highest)","","Percent distribution of last live births in the last three years preceding the survey for tetanus toxoid injections (two doses or more) given to the mother during pregnancy.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VAPP.Q1.ZS","Quintile: Nutrition","Vitamin A supplements for postpartum women (% of women with a birth): Q1 (lowest)","","Vitamin A supplements for postpartum women: Percentage of women with a birth in the five (two) years preceding the survey who received a vitamin A dose in the first two months after delivery. The DHS surveys refer births in the five years preceding the survey, and the MICS surveys refer births in the two years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VAPP.Q2.ZS","Quintile: Nutrition","Vitamin A supplements for postpartum women (% of women with a birth): Q2","","Vitamin A supplements for postpartum women: Percentage of women with a birth in the five (two) years preceding the survey who received a vitamin A dose in the first two months after delivery. The DHS surveys refer births in the five years preceding the survey, and the MICS surveys refer births in the two years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VAPP.Q3.ZS","Quintile: Nutrition","Vitamin A supplements for postpartum women (% of women with a birth): Q3","","Vitamin A supplements for postpartum women: Percentage of women with a birth in the five (two) years preceding the survey who received a vitamin A dose in the first two months after delivery. The DHS surveys refer births in the five years preceding the survey, and the MICS surveys refer births in the two years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VAPP.Q4.ZS","Quintile: Nutrition","Vitamin A supplements for postpartum women (% of women with a birth): Q4","","Vitamin A supplements for postpartum women: Percentage of women with a birth in the five (two) years preceding the survey who received a vitamin A dose in the first two months after delivery. The DHS surveys refer births in the five years preceding the survey, and the MICS surveys refer births in the two years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VAPP.Q5.ZS","Quintile: Nutrition","Vitamin A supplements for postpartum women (% of women with a birth): Q5 (highest)","","Vitamin A supplements for postpartum women: Percentage of women with a birth in the five (two) years preceding the survey who received a vitamin A dose in the first two months after delivery. The DHS surveys refer births in the five years preceding the survey, and the MICS surveys refer births in the two years preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VITA.Q1.ZS","Quintile: Nutrition","Vitamin A supplements for children (% of children ages 6-59 months): Q1 (lowest)","","Vitamin A supplements for children: Percentage of children aged 6-59 months who received vitamin A supplements in the six months preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VITA.Q2.ZS","Quintile: Nutrition","Vitamin A supplements for children (% of children ages 6-59 months): Q2","","Vitamin A supplements for children: Percentage of children aged 6-59 months who received vitamin A supplements in the six months preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VITA.Q3.ZS","Quintile: Nutrition","Vitamin A supplements for children (% of children ages 6-59 months): Q3","","Vitamin A supplements for children: Percentage of children aged 6-59 months who received vitamin A supplements in the six months preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VITA.Q4.ZS","Quintile: Nutrition","Vitamin A supplements for children (% of children ages 6-59 months): Q4","","Vitamin A supplements for children: Percentage of children aged 6-59 months who received vitamin A supplements in the six months preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SN.ITK.VITA.Q5.ZS","Quintile: Nutrition","Vitamin A supplements for children (% of children ages 6-59 months): Q5 (highest)","","Vitamin A supplements for children: Percentage of children aged 6-59 months who received vitamin A supplements in the six months preceding the survey.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CEBN.Q1","Quintile: Population","Mean number of children ever born to women aged 40-49: Q1 (lowest)","","Mean number of children ever born to women aged 40-49: Mean number of children ever born (CEB) to women aged 40-49 years.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CEBN.Q2","Quintile: Population","Mean number of children ever born to women aged 40-49: Q2","","Mean number of children ever born to women aged 40-49: Mean number of children ever born (CEB) to women aged 40-49 years.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CEBN.Q3","Quintile: Population","Mean number of children ever born to women aged 40-49: Q3","","Mean number of children ever born to women aged 40-49: Mean number of children ever born (CEB) to women aged 40-49 years.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CEBN.Q4","Quintile: Population","Mean number of children ever born to women aged 40-49: Q4","","Mean number of children ever born to women aged 40-49: Mean number of children ever born (CEB) to women aged 40-49 years.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CEBN.Q5","Quintile: Population","Mean number of children ever born to women aged 40-49: Q5 (highest)","","Mean number of children ever born to women aged 40-49: Mean number of children ever born (CEB) to women aged 40-49 years.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONM.Q1.ZS","Quintile: Population","Current use of contraception (modern method) (% of married women): Q1 (lowest)","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONM.Q2.ZS","Quintile: Population","Current use of contraception (modern method) (% of married women): Q2","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONM.Q3.ZS","Quintile: Population","Current use of contraception (modern method) (% of married women): Q3","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONM.Q4.ZS","Quintile: Population","Current use of contraception (modern method) (% of married women): Q4","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONM.Q5.ZS","Quintile: Population","Current use of contraception (modern method) (% of married women): Q5 (highest)","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONU.Q1.ZS","Quintile: Population","Current use of contraception (any method) (% of married women): Q1 (lowest)","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONU.Q2.ZS","Quintile: Population","Current use of contraception (any method) (% of married women): Q2","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONU.Q3.ZS","Quintile: Population","Current use of contraception (any method) (% of married women): Q3","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONU.Q4.ZS","Quintile: Population","Current use of contraception (any method) (% of married women): Q4","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.CONU.Q5.ZS","Quintile: Population","Current use of contraception (any method) (% of married women): Q5 (highest)","","Current use of contraception: Percentage of currently married women who are using or whose partners are using any method of contraception and modern method of contraception. Modern method includes female sterilization, male sterilization, pill, IUD, injections, implants, male condom, female condom, diaphragm, foam, and jelly. Traditional method includes periodic abstinence, withdrawal, long term abstinence, folk method, and others.","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.IMRT.Q1","Quintile: Population","Infant mortality rate (per 1,000 live births): Q1 (lowest)","","Infant mortality rate: Number of deaths to children under age twelve months per 1000 live births, based on experience during the reference period before the survey. The reference period is ten years preceding the survey for DHS surveys, and the reference period varies for MICS surveys (often three to five years preceding the survey).","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.IMRT.Q2","Quintile: Population","Infant mortality rate (per 1,000 live births): Q2","","Infant mortality rate: Number of deaths to children under age twelve months per 1000 live births, based on experience during the reference period before the survey. The reference period is ten years preceding the survey for DHS surveys, and the reference period varies for MICS surveys (often three to five years preceding the survey).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.IMRT.Q3","Quintile: Population","Infant mortality rate (per 1,000 live births): Q3","","Infant mortality rate: Number of deaths to children under age twelve months per 1000 live births, based on experience during the reference period before the survey. The reference period is ten years preceding the survey for DHS surveys, and the reference period varies for MICS surveys (often three to five years preceding the survey).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.IMRT.Q4","Quintile: Population","Infant mortality rate (per 1,000 live births): Q4","","Infant mortality rate: Number of deaths to children under age twelve months per 1000 live births, based on experience during the reference period before the survey. The reference period is ten years preceding the survey for DHS surveys, and the reference period varies for MICS surveys (often three to five years preceding the survey).","","Annual","","","","","","","Household Surveys (DHS, MICS)","","","","","","Open",
"SP.DYN.IMRT.Q5","Quintile: Population","Infant mortality rate (per 1,000 live births): Q5 (highest)","","Infant mortality rate: Number of deaths to children under age twelve months per 1000 live births, based on experience during the reference period before the survey. The reference period is ten years preceding the survey for DHS surveys, and the reference period varies for MICS surveys (often three to five years preceding the survey).","","Annual","","","","","","Data disaggregated by wealth quintile provide insights into health differentials by socioeconomic status and allow problems particular to the poor, such as unequal access to health care to be identified. The table shows the estimates for the poorest and richest quintiles only; the full set of estimates for up to 70 indicators is available at http://data.worldbank.org/data-catalog/healthnutrition-population-statistics. The estimates in the table are based on household survey data, which may refer to a period preceding the survey date or use a definition or methodology different from the estimates in the other tables. Thus the estimates may differ, and caution should be exercised in using the data.","Household Surveys (DHS, MICS)","","","","","","Open",
